"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/matx-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9993259-7de6191351c53c71322b8160a6075c2d-medium_jpg.jpg?buster=1707860394","MatX","Actively Hiring","Be the compute platform for AGI","11-50 Employees","B2B","Expanding market presence","Growth Stage","Showed strong hiring growth in the past month","Silicon Design-for-Test (DFT) Engineer","https://wellfound.com/jobs/3176536-silicon-design-for-test-dft-engineer","Full-time","Mountain View","$180k – $270k","Mountain View","7 days ago","Growing fast","","Recruiting Lead","https://wellfound.com/jobs/3693696-recruiting-lead","Full-time","In office • Mountain View","2 months ago","Software Engineer - Kernels","https://wellfound.com/jobs/2940009-software-engineer-kernels","Full-time","4 years of exp","","4 months ago"
"https://wellfound.com/company/luxor-technologies","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/5835147-269912f6781995b272c6638ae0db9484-medium_jpg.jpg?buster=1623866875","Luxor Technologies","","Wholesale Buyer and Refinery of Hashrate","51-200 Employees","B2B","Startup in initial stages","Early Stage","","Backend Engineer - Golang","https://wellfound.com/jobs/3624496-backend-engineer-golang","Full-time","Remote only • Argentina","","","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/diligencevault-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/6858489-8859878d451f067bd80112c8cc27c5cd-medium_jpg.jpg?buster=1553620287","DiligenceVault","Actively Hiring","Fintech startup in investment management domain","51-200 Employees","","","","","Sales Account Executive - United States","https://wellfound.com/jobs/3909934-sales-account-executive-united-states","Full-time","$70k – $90k","In office • New York City","4 years of exp","2 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/rivet-inc","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10829066-8ab31a4963379a7a2a938672624c4920-medium_jpg.jpg?buster=1768838072","Rivet","Actively Hiring","AI marketing platform boosting D2C sales by powering multichannel direct-to-fan marketing","1-10 Employees","Top 5% of responders","Rivet is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Rivet usually responds to incoming applications within a few days","Full Stack Engineer","https://wellfound.com/jobs/3768689-full-stack-engineer","Full-time","Onsite or remote • Chicago","2 years of exp","","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/big-leap-health","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10726341-3ac5c87c8f80fdfff91bbba24f1f9f8f-medium_jpg.jpg?buster=1760383612","Big Leap Health","Actively Hiring","Technology enabling clinics to offer transformative interventional psychiatry treatments","1-10 Employees","","","","","Full-Stack Engineer","https://wellfound.com/jobs/3530577-full-stack-engineer","Full-time","$160k – $200k","In office • New York City","4 years of exp","4 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/prescient-ai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8454739-e3481b82bbfd533fe6c4adb66198ebd5-medium_jpg.jpg?buster=1714000288","Prescient AI","Actively Hiring","","11-50 Employees","Responds within three weeks","Based on past data, Prescient AI usually responds to incoming applications within three weeks","B2B","Startup in initial stages","Product Data Analyst","https://wellfound.com/jobs/3783749-product-data-analyst","Full-time","$80k – $125k","Remote only • United States","2 years of exp","1 month ago","Early Stage","","","","","","","","","","","",""
"https://wellfound.com/company/thalmaar","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10571944-d30a1b6f753860a9126a6d226b77fbce-medium_jpg.jpg?buster=1750176381","Thalmaar","","Superintelligence for the Physical World","1-10 Employees","","","","","Head of Aerial Autonomy, AI","https://wellfound.com/jobs/3776668-head-of-aerial-autonomy-ai","Full-time","$120k – $150k • 0.5% – 1.5%","In office • San Francisco Bay Area","5 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/deepgrids","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10784389-eed87818abbe148e4cc03d3e96d409c6-medium_jpg.jpg?buster=1765408065","Deepgrids","","Deal Clarity for Modern Revenue Teams","1-10 Employees","","","","","Founding Engineer","https://wellfound.com/jobs/3651461-founding-engineer","Full-time","$150k – $200k","Remote • United States","","3 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/coupang-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7129939-f5f2de7ca36f9ebc02159e2ad8a881bf-medium_jpg.jpg?buster=1589633967","Coupang","Actively Hiring","""How did we ever live without Coupang?""​","5000+ Employees","","","","","Principal Machine Learning Engineer (Uber Tech Lead)","https://wellfound.com/jobs/3221013-principal-machine-learning-engineer-uber-tech-lead","Full-time","$184k – $376k","Mountain View","","1 year ago","","","","","","","","","","","","",""
"https://wellfound.com/company/pylon-18","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10739703-c07c60190619c27bbc4dbd34570cdd24-medium_jpg.jpg?buster=1761675250","Pylon","Actively Hiring","","11-50 Employees","Top 10% of responders","Pylon is in the top 10% of companies in terms of response time to applications","Responds within a few days","Based on past data, Pylon usually responds to incoming applications within a few days","Lead Security Engineer","https://wellfound.com/jobs/3537737-lead-security-engineer","Full-time","$150k – $220k","In office • San Francisco","7 years of exp","4 months ago","Growing fast","","","","","","","","","","","",""
"https://wellfound.com/company/theseus-group-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10401077-81e1e658da7f4c8117ef4250b6205ac6-medium_jpg.jpg?buster=1738436180","Theseus Group","","","1-10 Employees","","","","","Backend Engineer","https://wellfound.com/jobs/3212272-backend-engineer","Full-time","$11k – $11k • No equity","Remote only • Everywhere","2 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/diamond-fulfillment-solutions","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10844997-52694988ba2368887e352fd9129a3916-medium_jpg.jpg?buster=1769813206","diamond fulfillment solutions","Actively Hiring","A leader in custom fulfillment services","51-200 Employees","","","","","Process Engineer – Client Integrations (Logistics & Fulfillment)","https://wellfound.com/jobs/3813624-process-engineer-client-integrations-logistics-fulfillment","Full-time","$75k – $80k • No equity","In office • Waukegan","3 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/eudia-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10523686-ca9f81e1618d12201f38e0b13ad4029b-medium_jpg.jpg?buster=1746809215","Eudia","","Eudia is revolutionizing legal work with AI-powered Augmented Intelligence","51-200 Employees","","","","","Security Engineer","https://wellfound.com/jobs/3714089-security-engineer","Full-time","$175k – $200k","In office • Palo Alto","$130k – $220k","2 months ago","","","AI Engineer","https://wellfound.com/jobs/3714087-ai-engineer","Full-time","In office • Palo Alto","2 months ago","","","","","",""
"https://wellfound.com/company/thresh-consulting","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10790002-8be9b96a0c304eeb43c61012efb9956e-medium_jpg.jpg?buster=1769800805","Thresh Consulting","Actively Hiring","Thresh is a modern digital consulting firm built for the AI era","11-50 Employees","Growing fast","Showed strong hiring growth in the past month","","","MarTech Strategy & Activation Lead","https://wellfound.com/jobs/3886049-martech-strategy-activation-lead","Full-time","$155k – $190k • No equity","In office • Austin","7 years of exp","2 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/jobbluff","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10819109-e4cafa94196c45b376b9617562db5ce5-medium_jpg.jpg?buster=1768230515","Jobbluff","","AI-powered LinkedIn job search to help you apply smarter","1-10 Employees","","","","","Product Engineer","https://wellfound.com/jobs/3737941-product-engineer","Full-time","$70k – $110k • No equity","Remote only • Everywhere","3 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/saccharo-ai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10667829-4030b30d2c8edd035a306926753ae701-medium_jpg.jpg?buster=1756483926","Saccharo AI","","Discover, shred, and respond to any RFP in minutes","1-10 Employees","Top 1% of responders","Saccharo AI is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, Saccharo AI usually responds to incoming applications within a day","Founding Engineer","https://wellfound.com/jobs/3718855-founding-engineer","Full-time","In office • New York City","5 years of exp","","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/partao-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10842726-2aa4139afdf90752bd7e491c349b68ac-medium_jpg.jpg?buster=1769671122","partao","","EU B2B market&placetech platform in Agric parts domain with in-house, data-driven systems","11-50 Employees","","","","","Magento Backend Engineer (Hiring In: Armenia / Georgia)","https://wellfound.com/jobs/3806057-magento-backend-engineer-hiring-in-armenia-georgia","Full-time","Remote only • Georgia","4 years of exp","Remote only • Georgia","1 month ago","","","Python Backend Engineer (Hiring In: Armenia / Georgia)","https://wellfound.com/jobs/3806055-python-backend-engineer-hiring-in-armenia-georgia","Full-time","4 years of exp","1 month ago","","","","","",""
"https://wellfound.com/company/sunstack-ai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10839020-c95dccc1661958839162487459c69bd9-medium_jpg.jpg?buster=1769460284","Sunstack.ai","Actively Hiring","Building custom software solutions across a span of sectors powered by AI","1-10 Employees","Recently funded","Raised funding in the past six months","","","Systems Operator (GCP / Cloud Operations)","https://wellfound.com/jobs/3794903-systems-operator-gcp-cloud-operations","Full-time","$65k – $80k • No equity","In office • Orlando","2 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/parsewave","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10731700-b399c856788eaded0d2af9403ccc5e11-medium_jpg.jpg?buster=1760905363","Parsewave","","Pushing the limits of existing coding LLMs with terminal style coding data","11-50 Employees","","","","","Software Engineer","https://wellfound.com/jobs/3693672-software-engineer","Full-time","$130k – $150k","In office • Florida","1 year of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/nqb8-5","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10644021-5417c31c619a49c4fb69302704ca45c5-medium_jpg.jpg?buster=1755022601","NQB8","","Incubating ambitious companies","1-10 Employees","","","","","Founding Engineer","https://wellfound.com/jobs/3371134-founding-engineer","Full-time","$160k – $240k","In office • Boston","5 years of exp","2 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/true-path-leads-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10431996-620e3f45e5437bef2cbe02b0f32be32f-medium_jpg.jpg?buster=1740442702","True Path Leads","","A fast-growing lead generation network focused on Personal Loans","11-50 Employees","","","","","CI/CD & DevOps Engineer","https://wellfound.com/jobs/3541241-ci-cd-devops-engineer","Full-time","$50k – $80k • No equity","Onsite or remote • Glendale","5 years of exp","2 months ago","","","Senior ClickHouse / Analytics Engineer","https://wellfound.com/jobs/3497678-senior-clickhouse-analytics-engineer","Full-time","$60k – $120k • No equity","2 months ago","Backend Engineer (Python)","https://wellfound.com/jobs/3351098-backend-engineer-python","Full-time","Onsite or remote • Glendale","5 years of exp","2 months ago"
